id_pfam;name_pfam
PF00211|PF13855|PF00481;Guanylate_cyc|LRR_8|PP2C
PF00033;Cytochrome_B
PF04969|PF05002|PF09032;CS|SGS|Siah-Interact_N
PF00032|PF00033;Cytochrom_B_C|Cytochrome_B
PF00034;Cytochrom_C
PF07159|PF05994;DUF1394|FragX_IP
PF01333|PF16639;Apocytochr_F_C|Apocytochr_F_N
PF00042;Globin
PF00169|PF01369;PH|Sec7
PF15241;Cylicin_N
PF01302|PF00443;CAP_GLY|UCH
PF08367|PF00675|PF05193;M16C_assoc|Peptidase_M16|Peptidase_M16_C
PF00007|PF00219|PF00093;Cys_knot|IGFBP|VWC
PF15325;MRI
PF15153;CYTL1
PF12734;CYSTM
PF10873;CYYR1
PF00711;Defensin_beta
PF13841;Defensin_beta_2
PF10034;Dpy19
PF00045|PF00413|PF01471;Hemopexin|Peptidase_M10|PG_binding_1
PF08338;DUF1731
PF08338|PF01370;DUF1731|Epimerase
PF14737|PF14740;DUF4470|DUF4471
PF12755;Vac14_Fab1_bd
PF00168|PF12004|PF00616;C2|DUF3498|RasGAP
PF02437;Ski_Sno
PF15268;Dapper
PF02109;DAD
PF08649;DASH_Dad1
PF08654;DASH_Dad2
PF08656;DASH_Dad3
PF05454;DAG1
PF02733|PF02734;Dak1|Dak2
PF05746;DALR_1
PF01153;Glypican
PF08653;DASH_Dam1
PF05063;MT-A70
PF15199;DAOA
PF15228;DAP
PF00701;DHDPS
PF12796|PF00531|PF00069;Ank_2|Death|Pkinase
PF00879;Defensin_propep
PF00209;SNF
PF03344;Daxx
PF11029;DAZAP2
PF17333;DEFB136
PF09057;Smac_DIABLO
PF04440;Dysbindin
PF00241|PF14604;Cofilin_ADF|SH3_9
PF08147|PF00270|PF00271;DBP10CT|DEAD|Helicase_C
PF00270|PF13959|PF00271;DEAD|DUF4217|Helicase_C
PF05011|PF00149;DBR1|Metallophos
PF11540|PF00400;Dynein_IC2|WD40
PF05783;DLIC
PF04158|PF00400;Sof1|WD40
PF08662|PF04158|PF00400;eIF2A|Sof1|WD40
PF14939;DCAF15_WD40
PF15349;DCA16
PF15802;DCAF17
PF01536;SAM_decarbox
PF00431|PF00754|PF03815;CUB|F5_F8_type_C|LCCL
PF00431|PF03815;CUB|LCCL
PF09724;Dcc1
PF00041|PF07679|PF06583;fn3|I-set|Neogenin_C
PF00041|PF07679|PF13895|PF06583;fn3|I-set|Ig_2|Neogenin_C
PF03607;DCX
PF15291;Dermcidin
PF01712;dNK
PF03607|PF00069;DCX|Pkinase
PF05292|PF17408;MCD|MCD_N
PF03556;Cullin_binding
PF06058|PF16741;DCP1|mRNA_decap_C
PF05026|PF00293;DCP2|NUDIX
PF05652;DcpS
PF07522;DRMBL
PF07522|PF12706;DRMBL|Lactamase_B_2
PF03368|PF00271|PF02170|PF04851|PF00636;Dicer_dimer|Helicase_C|PAZ|ResIII|Ribonuclease_3
PF03368|PF00271|PF02170|PF00636;Dicer_dimer|Helicase_C|PAZ|Ribonuclease_3
PF03368|PF00271|PF04851|PF00636;Dicer_dimer|Helicase_C|ResIII|Ribonuclease_3
PF07782;DC_STAMP
PF17266;DUF5332
PF01302|PF12455;CAP_GLY|Dynactin
PF04912;Dynamitin
PF07426;Dynactin_p22
PF05502;Dynactin_p62
PF00132;Hexapep
PF12643;MazG-like
PF01208;URO-D
PF10172;DDA1
PF02862;DDHD
PF02862|PF00536|PF02825;DDHD|SAM_1|WWE
PF09668;Asp_protease
PF09668|PF00240;Asp_protease|ubiquitin
PF08646;Rep_fac-A_C
PF00754|PF07714;F5_F8_type_C|Pkinase_Tyr
PF09756;DDRGK
PF01187;MIF
PF00270|PF00271|PF00622;DEAD|Helicase_C|SPRY
PF00270|PF08152|PF00271;DEAD|GUCT|Helicase_C
PF00270|PF00271|PF00013;DEAD|Helicase_C|KH_1
PF16739|PF00270|PF00271|PF11648;CARD_2|DEAD|Helicase_C|RIG-I_C-RD
PF16739|PF00271|PF04851|PF11648;CARD_2|Helicase_C|ResIII|RIG-I_C-RD
PF00270|PF00271|PF04438;DEAD|Helicase_C|zf-HIT
PF00270|PF00271|PF08061;DEAD|Helicase_C|P68HR
PF01342|PF01753;SAND|zf-MYND
PF04624|PF04626|PF04625;Dec-1|DEC-1_C|DEC-1_N
PF15859;DEC1
PF00323|PF00879;Defensin_1|Defensin_propep
PF13901;zf-RING_9
PF00130|PF13901;C1_1|zf-RING_9
PF01097;Defensin_2
PF01327;Pep_deformylase
PF00487|PF08557;FA_desaturase|Lipid_DES
PF08766;DEK_C
PF16182|PF02209;AbLIM_anchor|VHP
PF03455|PF02141|PF03456;dDENN|DENN|uDENN
PF03455|PF02141|PF01477|PF02759|PF03456;dDENN|DENN|PLAT|RUN|uDENN
PF15498;Dendrin
PF01253;SUI1
PF01791;DeoC
PF00610;DEP
PF00610|PF00620;DEP|RhoGAP
PF00041|PF00102;fn3|Y_phosphatase
PF00610|PF12257;DEP|IML1
PF15343;DEPP
PF05903;Peptidase_C97
PF00681;Plectin
PF09737;Det1
PF12947|PF06119;EGF_3|NIDO
PF15198;Dexa_ind
PF00711|PF00879;Defensin_beta|Defensin_propep
PF14862;Defensin_big
PF17546;Defb50
PF02017|PF09033;CIDE-N|DFF-C
PF02017|PF09230;CIDE-N|DFF40
PF02014;Reeler
PF07324;DGCR6
PF00130|PF14513|PF00609|PF00781;C1_1|DAG_kinase_N|DAGK_acc|DAGK_cat
PF12796|PF00130|PF00609|PF00781;Ank_2|C1_1|DAGK_acc|DAGK_cat
PF00130|PF14513|PF00609|PF00781|PF13202;C1_1|DAG_kinase_N|DAGK_acc|DAGK_cat|EF-hand_5
PF00130|PF14513|PF00609|PF00781|PF13499;C1_1|DAG_kinase_N|DAGK_acc|DAGK_cat|EF-hand_7
PF00130|PF00609|PF00781|PF00169|PF07647;C1_1|DAGK_acc|DAGK_cat|PH|SAM_2
PF00130|PF00609|PF00781|PF00169|PF00536;C1_1|DAGK_acc|DAGK_cat|PH|SAM_1
PF00130|PF00609|PF00781|PF00788;C1_1|DAGK_acc|DAGK_cat|RA
PF14932;HAUS-augmin3
PF14661;HAUS6_N
PF01118|PF02774;Semialdhyde_dh|Semialdhyde_dhC
PF00106|PF01575;adh_short|MaoC_dehydratas
PF00106|PF01575|PF02036;adh_short|MaoC_dehydratas|SCP2
PF01222;ERG4_ERG24
PF01255;Prenyltransf
PF00208|PF02812;ELFV_dehydrog|ELFV_dehydrog_N
PF01085|PF01079;HH_signal|Hint
PF00742|PF03447;Homoserine_dh|NAD_binding_3
PF01979;Amidohydro_1
PF00809;Pterin_bind
PF00106|PF07914;adh_short|DUF1679
PF00676|PF16870|PF02779;E1_dh|OxoGdeHyase_C|Transket_pyr
PF00270|PF04408|PF00271|PF07717|PF05773|PF00642;DEAD|HA2|Helicase_C|OB_NTP_bind|RWD|zf-CCCH
PF04408|PF00271|PF07717|PF00575;HA2|Helicase_C|OB_NTP_bind|S1
PF00270|PF00035|PF04408|PF00271|PF07717;DEAD|dsrm|HA2|Helicase_C|OB_NTP_bind
PF01916;DS
PF00501|PF06464;AMP-binding|DMAP_binding
PF17216|PF17215;Rrp44_CSD1|Rrp44_S1
PF12260;PIP49_C
PF06345|PF06346|PF06367|PF06371|PF02181;Drf_DAD|Drf_FH1|Drf_FH3|Drf_GBD|FH2
PF06345|PF06367|PF06371|PF02181;Drf_DAD|Drf_FH3|Drf_GBD|FH2
PF00270|PF03368|PF00271|PF02170|PF00636;DEAD|Dicer_dimer|Helicase_C|PAZ|Ribonuclease_3
PF00628|PF07744|PF07500;PHD|SPOC|TFIIS_M
PF06862;UTP25
PF13164;Diedel
PF16179|PF00554;RHD_dimer|RHD_DNA_bind
PF00041|PF00047|PF00092;fn3|ig|VWA
PF00398;RrnaAD
PF02966;DIM1
PF00076|PF07744;RRM_1|SPOC
PF02900;LigB
PF13638|PF17216|PF17215;PIN_4|Rrp44_CSD1|Rrp44_S1
PF02460;Patched
PF12349;Sterol-sensing
PF00307|PF00778;CH|DIX
PF01965;DJ-1_PfpI
PF00226|PF01556;DnaJ|DnaJ_C
PF00226|PF09320;DnaJ|DUF1977
PF00226|PF00085;DnaJ|Thioredoxin
PF00226|PF11875;DnaJ|DUF3395
PF00226|PF14237;DnaJ|DUF4339
PF00226|PF14901;DnaJ|Jiv90
PF00226|PF00076;DnaJ|RRM_1
PF00226|PF12171;DnaJ|zf-C2H2_jaz
PF00226|PF05154;DnaJ|TM2
PF00226|PF05207;DnaJ|zf-CSL
PF00226|PF00071;DnaJ|Ras
PF00226|PF09350;DnaJ|DUF1992
PF00130|PF00069;C1_1|Pkinase
PF00130|PF00169|PF00069;C1_1|PH|Pkinase
PF04706;Dickkopf_N
PF04706|PF06607;Dickkopf_N|Prokineticin
PF07992|PF02852;Pyr_redox_2|Pyr_redox_dim
PF00625|PF10608|PF00595|PF10600|PF07653;Guanylate_kin|MAGUK_N_PEST|PDZ|PDZ_assoc|SH3_2
PF00625|PF09058|PF10608|PF00595|PF10600;Guanylate_kin|L27_1|MAGUK_N_PEST|PDZ|PDZ_assoc
PF00625|PF09058|PF00595|PF00018;Guanylate_kin|L27_1|PDZ|SH3_1
PF00625|PF09058|PF10608|PF00595|PF10600|PF07653;Guanylate_kin|L27_1|MAGUK_N_PEST|PDZ|PDZ_assoc|SH3_2
PF00625|PF09058|PF10608|PF00595|PF10600|PF00018;Guanylate_kin|L27_1|MAGUK_N_PEST|PDZ|PDZ_assoc|SH3_1
PF00625|PF00595|PF10600|PF00018;Guanylate_kin|PDZ|PDZ_assoc|SH3_1
PF00625|PF10608|PF00595|PF10600|PF00018;Guanylate_kin|MAGUK_N_PEST|PDZ|PDZ_assoc|SH3_1
PF00625|PF00595|PF04822;Guanylate_kin|PDZ|Takusan
PF03359;GKAP
PF01414|PF00008|PF12661|PF07657;DSL|EGF|hEGF|MNNL
PF01414|PF00008|PF07645|PF07657;DSL|EGF|EGF_CA|MNNL
PF01414|PF00008|PF07657;DSL|EGF|MNNL
PF00348;polyprenyl_synt
PF03259;Robl_LC7
PF12413|PF00046;DLL_N|Homeobox
PF00498|PF17123;FHA|zf-RING_11
PF15055;DUF4536
PF12851;Tet_JBP
PF05499|PF16282;DMAP1|SANT_DAMP1_like
PF00431|PF00530|PF00100;CUB|SRCR|Zona_pellucida
PF08423;Rad51
PF00307|PF09068|PF09069|PF00435|PF00569;CH|EF-hand_2|EF-hand_3|Spectrin|ZZ
PF09068|PF09069|PF00569;EF-hand_2|EF-hand_3|ZZ
PF00307|PF09068|PF09069|PF00435|PF00397|PF00569;CH|EF-hand_2|EF-hand_3|Spectrin|WW|ZZ
PF10644|PF14881;Misat_Tub_SegII|Tubulin_3
PF03351;DOMON
PF07263;DMP1
PF08826|PF00069;DMPK_coil|Pkinase
PF00751|PF12374;DM|Dmrt1
PF00751|PF03474;DM|DMA
PF15791;DMRT-like
PF00751|PF15791;DM|DMRT-like
PF12234|PF00400;Rav1p_C|WD40
PF08696;Dna2
PF01930|PF08696;Cas_Cas4|Dna2
PF01221;Dynein_light
PF12774|PF08393|PF03028|PF12777;AAA_6|DHC_N2|Dynein_heavy|MT
PF12351;Fig1
PF00226|PF01556|PF00684;DnaJ|DnaJ_C|DnaJ_CXXCXGXG
PF00226|PF02809;DnaJ|UIM
PF00226|PF00249;DnaJ|Myb_DNA-binding
PF00226|PF00249|PF16717;DnaJ|Myb_DNA-binding|RAC_head
PF00226|PF09976|PF13181;DnaJ|TPR_21|TPR_8
PF00226|PF13181;DnaJ|TPR_8
PF00226|PF07719|PF13181;DnaJ|TPR_2|TPR_8
PF04679|PF01068|PF04675;DNA_ligase_A_C|DNA_ligase_A_M|DNA_ligase_A_N
PF04679|PF01068|PF04675|PF16759|PF00645;DNA_ligase_A_C|DNA_ligase_A_M|DNA_ligase_A_N|LIG3_BRCT|zf-PARP
PF00533|PF04679|PF01068|PF04675|PF11411;BRCT|DNA_ligase_A_C|DNA_ligase_A_M|DNA_ligase_A_N|DNA_ligase_IV
PF00533|PF16589|PF04679|PF01068|PF04675|PF11411;BRCT|BRCT_2|DNA_ligase_A_C|DNA_ligase_A_M|DNA_ligase_A_N|DNA_ligase_IV
PF05180;zf-DNL
PF01031|PF00350|PF02212;Dynamin_M|Dynamin_N|GED
PF03114|PF00621|PF00018|PF07653|PF14604;BAR|RhoGEF|SH3_1|SH3_2|SH3_9
PF01426|PF06464|PF12047|PF02008;BAH|DMAP_binding|DNMT1-RFD|zf-CXXC
PF02127;Peptidase_M18
PF05014;Nuc_deoxyrib_tr
PF10407;Cytokin_check_N
PF12906;RINGv
PF07654|PF00993;C1-set|MHC_II_alpha
PF06920|PF14429|PF11878|PF00169;DHR-2|DOCK-C2|DUF3398|PH
PF06920|PF14429|PF16172|PF14604;DHR-2|DOCK-C2|DOCK_N|SH3_9
PF06920|PF14429|PF16172|PF00018;DHR-2|DOCK-C2|DOCK_N|SH3_1
PF06920|PF14429|PF16172|PF07653;DHR-2|DOCK-C2|DOCK_N|SH3_2
PF00639|PF00397;Rotamase|WW
PF03130;HEAT_PBS
PF02174|PF00169;IRS|PH
PF03463|PF03464|PF03465;eRF1_1|eRF1_2|eRF1_3
PF00271|PF07529|PF00176;Helicase_C|HSA|SNF2_N
PF04118;Dopey_N
PF03712|PF01082|PF03351;Cu2_monoox_C|Cu2_monooxygen|DOMON
PF01569;PAP2
PF08123;DOT1
PF10204;DuoxA
PF00169|PF00640;PH|PID
PF16005;MOEP19
PF04042;DNA_pol_E_B
PF14913;DPCD
PF01244;Peptidase_M19
PF00930|PF00326;DPPIV_N|Peptidase_S9
PF00628|PF14051;PHD|Requiem_N
PF01866;Diphthamide_syn
PF00590;TP_methylase
PF01902;Diphthami_syn_2
PF01902|PF01042;Diphthami_syn_2|Ribonuc_L-PSP
PF07297;DPM2
PF08285;DPM3
PF14792|PF14791|PF10391|PF14716;DNA_pol_B_palm|DNA_pol_B_thumb|DNA_pol_lambd_f|HHH_8
PF04931;DNA_pol_phi
PF04042|PF08418;DNA_pol_E_B|Pol_alpha_B_N
PF12254|PF00136|PF03104|PF08996;DNA_pol_alpha_N|DNA_pol_B|DNA_pol_B_exo1|zf-DNA_Pol
PF00136|PF03104|PF14260;DNA_pol_B|DNA_pol_B_exo1|zf-C4pol
PF09507;CDC27
PF04081;DNA_pol_delta_4
PF00136|PF03104|PF08490;DNA_pol_B|DNA_pol_B_exo1|DUF1744
PF04042|PF12213;DNA_pol_E_B|Dpoe2NT
PF00476;DNA_pol_A
PF03129;HGTP_anticodon
PF00270|PF00476|PF00271;DEAD|DNA_pol_A|Helicase_C
PF05577;Peptidase_S28
PF14047|PF14049;DCR|Dppa2_A
PF15549;PGC7_Stella
PF06470|PF02463;SMC_hinge|SMC_N
PF05186;Dpy-30
PF01180|PF14691|PF07992;DHO_dh|Fer4_20|Pyr_redox_2
PF15550;Draxin
PF14775;NYD-SP28_assoc
PF01841;Transglut_core
PF12937|PF02207;F-box-like|zf-UBR
PF05093|PF16803;CIAPIN1|DRE2_N
PF01846|PF00397;FF|WW
PF12678;zf-rbx1
PF10302|PF13373;DUF2407|DUF2407_C
PF08508;DUF1746
PF03643;Vps26
PF14998;Ripply
PF01168|PF14031;Ala_racemase_N|D-ser_dehydrat
PF16332;DUF4962
PF00610|PF02377|PF00778|PF00595;DEP|Dishevelled|DIX|PDZ
PF00627|PF00240;UBA|ubiquitin
PF08202;MIS13
PF02137|PF00035|PF02295;A_deamin|dsrm|z-alpha
PF05160;DSS1_SEM1
PF00751|PF08828;DM|DSX_dimer
PF02580;Tyr_Deacylase
PF03942;DTW
PF02825|PF00097;WWE|zf-C3HC4
PF08651;DASH_Duo1
PF03098|PF08022|PF01794|PF08030;An_peroxidase|FAD_binding_8|Ferric_reduct|NAD_binding_6
PF03098|PF00036|PF08022|PF01794|PF08030;An_peroxidase|EF-hand_1|FAD_binding_8|Ferric_reduct|NAD_binding_6
PF00474;SSF
PF00782|PF00581;DSPc|Rhodanese
PF01207;Dus
PF00035|PF01207;dsrm|Dus
PF00692;dUTPase
PF00610|PF02377|PF00778|PF12316|PF00595;DEP|Dishevelled|DIX|Dsh_C|PDZ
PF07728|PF12774|PF12780|PF12781|PF08385|PF08393|PF03028|PF12777;AAA_5|AAA_6|AAA_8|AAA_9|DHC_N1|DHC_N2|Dynein_heavy|MT
PF07728|PF12774|PF12780|PF08393|PF03028;AAA_5|AAA_6|AAA_8|DHC_N2|Dynein_heavy
PF12774|PF12780|PF12781|PF03028|PF12777;AAA_6|AAA_8|AAA_9|Dynein_heavy|MT
PF07728|PF12774|PF12780|PF12781|PF08393|PF03028|PF12777;AAA_5|AAA_6|AAA_8|AAA_9|DHC_N2|Dynein_heavy|MT
PF03645;Tctex-1
PF01031|PF00350|PF02212|PF00169;Dynamin_M|Dynamin_N|GED|PH
PF15675;CLLAC
PF00186;DHFR_1
PF06442;DHFR_2
PF00186|PF03959;DHFR_1|FSH1
PF00168|PF08165|PF08150|PF08151|PF16165;C2|FerA|FerB|FerI|Ferlin_C
PF00307|PF13499|PF02187|PF00681|PF00435;CH|EF-hand_7|GAS2|Plectin|Spectrin
PF12773|PF13287;DZR|Fn3_assoc
PF13815;Dzip-like_N
PF00035|PF00069;dsrm|Pkinase
PF12745|PF00069|PF05773;HGTP_anticodon2|Pkinase|RWD
PF00069|PF01011;Pkinase|PQQ
PF16421|PF02319;E2F_CC-MB|E2F_TDP
PF00178;Ets
PF09816;EAF
PF05712|PF11717;MRG|Tudor-knot
PF09340;NuA4
PF07904;Eaf7
PF10238;Eapp_C
PF12032|PF00089;CLIP|Trypsin
PF00876;Innexin
PF08513|PF00400;LisH|WD40
PF06407;BDV_P40
PF05890;Ebp2
PF05241;EBP
PF00893;Multi_Drug_Res
PF07093;SGT1
PF01431|PF05649;Peptidase_M13|Peptidase_M13_N
PF00725|PF02737|PF00378;3HCDH|3HCDH_N|ECH_1
PF02803|PF00108;Thiolase_C|Thiolase_N
PF00887|PF00378;ACBP|ECH_1
PF04736;Eclosion
PF05782;ECM1
PF09135;Alb1
PF13001;Ecm29
PF13001|PF12755;Ecm29|Vac14_Fab1_bd
PF13855|PF00093;LRR_8|VWC
PF13880|PF13878;Acetyltransf_13|zf-C2H2_3
PF15820;ECSCR
PF06239|PF14784;ECSIT|ECSIT_C
PF14252|PF12937|PF00621;DUF4347|F-box-like|RhoGEF
PF00533|PF12738|PF00621;BRCT|PTCB-BRCT|RhoGEF
PF09532|PF12701|PF03853;FDF|LSM14|YjeF_N
PF09532|PF03853;FDF|YjeF_N
PF16529;Ge1_WD40
PF01532;Glyco_hydro_47
PF01532|PF02225;Glyco_hydro_47|PA
PF01381|PF08523;HTH_3|MBF1
PF00008|PF00754|PF12661;EGF|F5_F8_type_C|hEGF
PF00322;Endothelin
PF00009|PF03144|PF03143;GTP_EFTU|GTP_EFTU_D2|GTP_EFTU_D3
PF10587|PF00736;EF-1_beta_acid|EF1_GNE
PF00647|PF00043;EF1G|GST_C
PF00647|PF00043|PF02798;EF1G|GST_C|GST_N
PF14904|PF10294;FAM86|Methyltransf_16
PF02816|PF08238;Alpha_kinase|Sel1
PF00679|PF03764|PF00009|PF03144;EFG_C|EFG_IV|GTP_EFTU|GTP_EFTU_D2
PF00429;TLV_coat
PF08976|PF13833;EF-hand_11|EF-hand_8
PF08976|PF13202|PF13499|PF13833;EF-hand_11|EF-hand_5|EF-hand_7|EF-hand_8
PF15799;CCD48
PF10153;Efg1
PF06565;DUF1126
PF00679|PF00009;EFG_C|GTP_EFTU
PF00812;Ephrin
PF12026|PF14604;DUF3513|SH3_9
PF00889;EF_TS
PF07645|PF07546;EGF_CA|EMI
PF07645|PF00629;EGF_CA|MAM
PF07974|PF07645|PF07546;EGF_2|EGF_CA|EMI
PF00008|PF07645|PF07546;EGF|EGF_CA|EMI
PF00008|PF00041|PF00054|PF02210;EGF|fn3|Laminin_G_1|Laminin_G_2
PF00757|PF14843|PF07714|PF01030;Furin-like|GF_recep_IV|Pkinase_Tyr|Recep_L_domain
PF00008|PF07645|PF00058;EGF|EGF_CA|Ldl_recept_b
PF00610|PF00631|PF00615;DEP|G-gamma|RGS
PF07679|PF07714;I-set|Pkinase_Tyr
PF11430;EGL-1
PF01426|PF01448|PF00320;BAH|ELM2|GATA
PF01285;TEA
PF00027|PF00069;cNMP_binding|Pkinase
PF13640|PF01753;2OG-FeII_Oxy_3|zf-MYND
PF11914|PF11928;DUF3432|DUF3446
PF03781|PF10017;FGE-sulfatase|Methyltransf_33
PF00266;Aminotran_5
PF00307|PF12130|PF10358;CH|DUF3585|NT-C2
PF00350|PF12763|PF16880;Dynamin_N|EF-hand_4|EHD_N
PF00178|PF02198;Ets|SAM_PNT
PF12796|PF05033|PF00856;Ank_2|Pre-SET|SET
PF12929;Mid1
PF01008;IF-2B
PF00132|PF02020;Hexapep|W2
PF00132|PF00483|PF02020;Hexapep|NTP_transferase|W2
PF05091;eIF-3_zeta
PF09440|PF01399;eIF3_N|PCI
PF12353|PF00076;eIF3g|RRM_1
PF08597;eIF3_subunit
PF15412|PF08743;Nse4-Nse3_bdg|Nse4_C
PF01176;eIF-1a
PF08662|PF00076;eIF2A|RRM_1
PF05470|PF01399;eIF-3c_N|PCI
PF10255;Paf67
PF04499;SAPS
PF10511|PF00095;Cementoin|WAP
PF06881|PF08711;Elongin_A|Med26
PF04516;CP2
PF12310|PF00178;Elf-1_N|Ets
PF00005|PF00385;ABC_tran|Chromo
PF00178|PF11620|PF02198;Ets|GABP-alpha|SAM_PNT
PF10390|PF07303;ELL|Occludin_ELL
PF01151;ELO
PF03931;Skp1_POZ
PF05129;Elf1
PF04762;IKI3
PF00583|PF04055|PF16199;Acetyltransf_1|Radical_SAM|Radical_SAM_C
PF05625;PAXNEB
PF10483;Elong_Iki1
PF09807;ELP6
PF13934;ELYS
PF13934|PF16687;ELYS|ELYS-bb
PF00625|PF00595|PF07653;Guanylate_kin|PDZ|SH3_2
PF03451|PF00400;HELP|WD40
PF12894|PF03451|PF00400;ANAPC4_WD40|HELP|WD40
PF03607|PF03451|PF00400;DCX|HELP|WD40
PF13910;DUF4209
PF07774|PF13360;DUF1620|PQQ_2
PF01956;DUF106
PF06417;DUF1077
PF09430;DUF2012
PF03665;UPF0172
PF02732;ERCC4
PF00386|PF01391|PF07546;C1q|Collagen|EMI
PF00386|PF07546;C1q|EMI
PF01105;EMP24_GP25L
PF10161;DDDD
PF03735;ENT
PF08776|PF00568;VASP_tetra|WH1
PF15362;Enamelin
PF03644;Glyco_hydro_85
PF12763|PF12761;EF-hand_4|End3
PF01223;Endonuclease_NS
PF09412;XendoU
PF01033|PF09412;Somatomedin_B|XendoU
PF10645|PF03639;Carb_bind|Glyco_hydro_81
PF13864;Enkurin
PF00113|PF03952;Enolase_C|Enolase_N
PF13378|PF02746;MR_MLE_C|MR_MLE_N
PF02518|PF00183;HATPase_c|HSP90
PF01663;Phosphodiest
PF01223|PF01663|PF01033;Endonuclease_NS|Phosphodiest|Somatomedin_B
PF08226|PF01417;DUF1720|ENTH
PF00431|PF00057|PF00629|PF01390|PF15494|PF00089;CUB|Ldl_recept_a|MAM|SEA|SRCR_2|Trypsin
PF00431|PF00057|PF00629|PF01390|PF00530|PF00089;CUB|Ldl_recept_a|MAM|SEA|SRCR|Trypsin
PF01150;GDA1_CD39
PF10163;EnY2
PF04577;DUF563
PF00907|PF16176;T-box|T-box_assoc
PF12326;EOS1
PF15790|PF00271|PF07529|PF00176;EP400_N|Helicase_C|HSA|SNF2_N
PF11413|PF08778|PF00989|PF08447;HIF-1|HIF-1a_CTAD|PAS|PAS_3
PF00927|PF01841|PF00868;Transglut_C|Transglut_core|Transglut_N
PF06752|PF10513;E_Pc_C|EPL1
PF00811;Ependymin
PF14575|PF01404|PF00041|PF07714|PF00536;EphA2_TM|Ephrin_lbd|fn3|Pkinase_Tyr|SAM_1
PF14575|PF01404|PF07699|PF00041|PF07714|PF07647;EphA2_TM|Ephrin_lbd|Ephrin_rec_like|fn3|Pkinase_Tyr|SAM_2
PF14575|PF01404|PF00041|PF07714|PF07647;EphA2_TM|Ephrin_lbd|fn3|Pkinase_Tyr|SAM_2
PF14575|PF01404|PF07699|PF00041|PF07714|PF00536;EphA2_TM|Ephrin_lbd|Ephrin_rec_like|fn3|Pkinase_Tyr|SAM_1
PF00052|PF00053|PF00054|PF02210|PF06009|PF00055;Laminin_B|Laminin_EGF|Laminin_G_1|Laminin_G_2|Laminin_II|Laminin_N
PF00686|PF00782;CBM_20|DSPc
PF01417|PF02809;ENTH|UIM
PF15223;DUF4584
PF00758;EPO_TPO
PF00014|PF00095;Kunitz_BPTI|WAP
PF08416|PF00018;PTB|SH3_1
PF15339;Afaf
PF00271|PF00176|PF14773;Helicase_C|SNF2_N|VIGSSK
PF07650|PF01926;KH_2|MMR_HSR1
PF13855|PF00595;LRR_8|PDZ
PF10174;Cast
PF03834;Rad10
PF06733|PF06777|PF13307;DEAD_2|HBB|Helicase_C_2
PF16203|PF13625|PF04851;ERCC3_RAD25_C|Helicase_C_3|ResIII
PF00867|PF00752;XPG_I|XPG_N
PF03124;EXS
PF00810;ER_lumen_recept
PF00847;AP2
PF00009|PF03144|PF03143|PF07145;GTP_EFTU|GTP_EFTU_D2|GTP_EFTU_D3|PAM2
PF00009|PF03143;GTP_EFTU|GTP_EFTU_D3
PF08491;SE
PF03694;Erg28
PF04622;ERG2_Sigma1R
PF08241|PF08498;Methyltransf_11|Sterol_MT_C
PF13243|PF13249;SQHop_cyclase_C|SQHop_cyclase_N
PF08544|PF00288;GHMP_kinases_C|GHMP_kinases_N
PF07970;COPIIcoated_ERV
PF01133;ER
PF00929|PF02037;RNase_T|SAP
PF00929|PF06839;RNase_T|zf-GRF
PF15257;DUF4590
PF15039;DUF4530
PF15140;DUF4573
PF07915;PRKCSH
PF00069|PF06479;Pkinase|Ribonuc_2-5A
PF04137;ERO1
PF07749|PF07912;ERp29|ERp29_N
PF13843;DDE_Tnp_1_7
PF01853|PF11717;MOZ_SAS|Tudor-knot
PF08159;NUC153
PF15952;ESM4
PF00412|PF06297;LIM|PET
PF13880|PF00817|PF11799|PF13878;Acetyltransf_13|IMS|IMS_C|zf-C2H2_3
PF16590;ESP
PF12796|PF02205;Ank_2|WH2
PF00104|PF02159|PF00105;Hormone_recep|Oest_recep|zf-C4
PF12743|PF00104|PF02159|PF00105;ESR1_C|Hormone_recep|Oest_recep|zf-C4
PF12497|PF00104|PF00105;ERbeta_N|Hormone_recep|zf-C4
PF10374|PF10373|PF13638;EST1|EST1_DNA_bind|PIN_4
PF00756;Esterase
PF00168|PF17047;C2|SMP_LBD
PF15350;ETAA1
PF01012|PF00766;ETF|ETF_alpha
PF02628|PF00111;COX15-CtaA|Fer2
PF12753;Nro1
PF00178|PF04621;Ets|ETS_PEA3_N
PF06937;EURL
PF05250;UPF0193
PF05399;EVI2A
PF10492|PF10491;Nrf1_activ_bdg|Nrf1_DNA-bind
PF06046;Sec6
PF04091;Sec15
PF01612;DNA_pol_A_exo1
PF00046|PF03792;Homeobox|PBC
PF00150;Cellulase
PF09810;Exo5
PF03081;Exo70
PF15277|PF09763;Sec3-PIP2_bind|Sec3_C
PF04048;Sec8_exocyst
PF07393;Sec10
PF16528;Exo84_C
PF14382|PF10447;ECR1_N|EXOSC1
PF14382|PF15985;ECR1_N|KH_6
PF01138|PF03725;RNase_PH|RNase_PH_C
PF01612|PF00570|PF08066;DNA_pol_A_exo1|HRDC|PMC2NT
PF03016;Exostosin
PF03016|PF09258;Exostosin|Glyco_transf_64
PF11616|PF00856;EZH2_WD-Binding|SET
PF00769|PF09380|PF00373|PF09379;ERM|FERM_C|FERM_M|FERM_N
PF15434;FAM104
PF16218;Peptidase_C101
